School,Group,Description,URL,Code,Group_Code,summary
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6328 Modeling and Simulation (3 semester credit hours) Theory and practice of modeling, including models for concepts, knowledge, geometry, and dynamics. A variety of model types are covered along with their algebraic and diagrammatic representations. Creative media design and representation of models is stressed. Prerequisite: CS 5343 or instructor consent required. (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/cs6328,CS 6328,CS,"{""course_code"": ""CS 6328"", ""course_title"": ""Modeling and Simulation"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6331 Multimedia Systems (3 semester credit hours) Analyzing and understanding how different media data (such as text, audio, images, video, and 3D graphics) can be stored, queried, delivered, and consumed. These aspects will be discussed from the point of view of the operating system, databases, and networking. Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6331,CS 6331,CS,"{""course_code"": ""CS 6331"", ""course_title"": ""Multimedia Systems"", ""credit_hours"": ""3 semester credit hours""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6332 Systems Security and Binary Code Analysis (3 semester credit hours) Concepts, techniques, and tools to capture the structure, format, and representation of binary code, and transform them for higher level analysis. Use of static analysis including data-flow analysis, point-to analysis, and shape analysis to reason about the abstractions inside binary code. Use of dynamic binary instrumentation to trace the instruction level behavior of both benign and malicious programs. Use of virtual machines to observe the whole system level behavior including OS kernels. Prerequisites: CS 5343 and CS 5348 and knowledge of Assembly Code. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6332,CS 6332,CS,"{""course_code"": ""CS 6332"", ""course_title"": ""Systems Security and Binary Code Analysis"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6334 Virtual Reality (3 semester credit hours) Theory and practice of virtual reality (VR). Provides in-depth overview of VR, including input devices, output devices, 3D navigation techniques, 3D selection and manipulation techniques, system control techniques, interaction fidelity, scenario fidelity, display fidelity, design guidelines, and evaluation methods. Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6334,CS 6334,CS,"{""course_code"": ""CS 6334"", ""course_title"": ""Virtual Reality"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,CS 6335 Language-based Security (3 semester credit hours) Development and formal verification of mission-critical software. Machine-checkable proofs of software properties. Automated theorem proving. Certifying compilation. Software model-checking. Binary software security hardening. Software hijacking and information flow attacks and defenses. Prerequisites: CS 5330 and CS 5343 . (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/cs6335,CS 6335,CS,"{""course_code"": ""CS 6335"", ""course_title"": ""Language-based Security"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6340 Wireless Networks (3 semester credit hours) Fundamental techniques in design and operation of the 2G-5G wireless cellular networks and wireless LANs, including the control and the data planes. Introduction to future technologies, such as 6G and IoT. The course is a mix of qualitative and quantitative presentation. Prerequisites: CS 5390 and ( CS 3341 or SE 3341 or STAT 3341 ) or equivalent. (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6340,CS 6340,CS,"{""course_code"": ""CS 6340"", ""course_title"": ""Wireless Networks"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6341 Robotics (3 semester credit hours) Theory and practice of robotics. Provides an in-depth overview of robot manipulation and navigation, including kinematics, statics, and dynamics of robot manipulators, motion planning, state estimation, environment mapping, and robot control. Prerequisite: CS 5343 . (3-0) R",https://catalog.utdallas.edu/2025/graduate/courses/cs6341,CS 6341,CS,"{""course_code"": ""CS 6341"", ""course_title"": ""Robotics"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6343 Cloud Computing (3 semester credit hours) Different layers of cloud computing, infrastructure as a service (IaaS), platform as a service (PaaS), and software as a service (SaaS). Data centers. Resource management, power management, and health monitoring in IaaS cloud. Hadoop MapReduce for big data computing. PaaS examples such as GAE, Force.com. SaaS concepts and enabling technologies. Cloud storage theory and practical solutions such as GFS, Big Table, HDFS, HBase, Dynamo, Pnuts. Erasure coding and secret sharing based cloud storage. Virtualization and emulation. Server virtualization, storage virtualization, and network virtualization. Cloud security. Prerequisites: CS 5343 and CS 5348 . (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs6343,CS 6343,CS,"{""course_code"": ""CS 6343"", ""course_title"": ""Cloud Computing"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6344 Data Representations (3 semester credit hours) Useful representations of data for efficient manipulation and visualization. These include, among others Dimensionality Reduction, Clustering, Euclidean Embedding, Graph Embedding, and Discriminant Functions. Techniques covered include principal component analysis (PCA), singular value decomposition (SVD), clustering, and various randomized techniques. Special emphasis is given to the performance of these techniques on big data. Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6344,CS 6344,CS,"{""course_code"": ""CS 6344"", ""course_title"": ""Data Representations"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,CS 6346 Introduction to Multicore Programming (3 semester credit hours) Introduction to multi-core and GPU architecture concepts. Classic and modern algorithms for coordination and synchronization. Blocking and non-blocking synchronization. Correctness conditions and reasoning about concurrent algorithms. Data structures that exploit and extract performance from multiple cores. Concurrent memory reclamation techniques. GPU programming with CUDA. Prerequisites: CS 5343 and CS 5348 . (3-0) Y,https://catalog.utdallas.edu/2025/graduate/courses/cs6346,CS 6346,CS,"{""course_code"": ""CS 6346"", ""course_title"": ""Introduction to Multicore Programming"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6347 Statistical Methods in AI and Machine Learning (3 semester credit hours) Introduction to the probabilistic and statistical techniques used in modern computer systems. Probabilistic graphical models such as Bayesian and Markov networks. Probabilistic inference techniques including variable elimination, belief propagation and its generalizations, and sampling-based algorithms such as importance sampling and Markov Chain Monte Carlo sampling. Statistical learning techniques for learning the structure and parameters of graphical models. Sequential models such as Hidden Markov models and Dynamic Bayesian networks. Prerequisites: ( CS 3341 or equivalent) and ( CS 5343 or equivalent). (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6347,CS 6347,CS,"{""course_code"": ""CS 6347"", ""course_title"": ""Statistical Methods in AI and Machine Learning"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6348 Data and Applications Security (3 semester credit hours) The course will teach principles, technologies, tools and trends for data, and applications security and privacy. Topics to be covered include: confidentiality, privacy and trust management; advanced access control policy management; secure databases; secure distributed systems; encryption techniques for database security; blockchain based techniques for ensuring data integrity; data privacy; privacy-preserving data mining. Students will take one system or application and develop a secure version of that system or application for the programming project. Prerequisite: CS 5343 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6348,CS 6348,CS,"{""course_code"": ""CS 6348"", ""course_title"": ""Data and Applications Security"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6349 Network Security (3 semester credit hours) This course covers theoretical and practical aspects of network security. The topics include use of cryptography for building secure communication protocols and authentication systems; security handshake pitfalls, Kerberos and PKI, security of TCP/IP protocols including IPsec, BGP security, VPNs, IDSes, firewalls, and anonymous routing; security of TCP/IP applications; wireless LAN security; denial-of-service defense. Students are required to do a programming project building a distributed application with certain secure communication features and required to participate in several network security lab exercises and cyber war games. Prerequisites: CS 5390 . (3-0) Y",https://catalog.utdallas.edu/2025/graduate/courses/cs6349,CS 6349,CS,"{""course_code"": ""CS 6349"", ""course_title"": ""Network Security"", ""credit_hours"": ""3""}"
Erik Jonsson School of Engineering and Computer Science,Computer Science,"CS 6350 Big Data Management and Analytics (3 semester credit hours) This course focuses on scalable data management and mining algorithms for analyzing very large amounts of data (i.e., Big Data). Included topics are: Mapreduce, NoSQL systems (e.g., key-value stores, column-oriented data stores, stream processing systems), association rule mining, large scale supervised and unsupervised learning, state of the art research in data streams, and applications including recommendation systems, web and big data security. Prerequisites: CS 6360 and Java programming. (3-0) S",https://catalog.utdallas.edu/2025/graduate/courses/cs6350,CS 6350,CS,"{""course_code"": ""CS 6350"", ""course_title"": ""Big Data Management and Analytics"", ""credit_hours"": ""3""}"
